call_sign,latitude,longitude,speed,heading,timestamp
BOAT007,30.741382,121.066511,11.1,20.8,2025-06-01 04:15:00
BOAT007,30.747064,121.132076,7.33,168.0,2025-06-01 04:30:00
BOAT007,30.719604,121.189474,10.96,339.9,2025-06-01 04:43:00
BOAT007,30.687528,121.280116,10.33,341.7,2025-06-01 04:57:00
BOAT007,30.649025,121.326604,10.2,353.2,2025-06-01 05:13:00
BOAT007,30.662124,121.376539,10.23,271.7,2025-06-01 05:30:00
BOAT007,30.630609,121.404647,12.88,211.9,2025-06-01 05:47:00
BOAT007,30.616094,121.468272,5.85,176.9,2025-06-01 05:58:00
BOAT007,30.606093,121.477184,7.97,73.2,2025-06-01 06:14:00
BOAT007,30.529964,121.550136,10.55,184.1,2025-06-01 06:29:00
BOAT007,30.529335,121.609033,7.14,130.4,2025-06-01 06:42:00
BOAT007,30.585929,121.628502,10.81,311.6,2025-06-01 06:57:00
BOAT007,30.509868,121.704198,10.52,164.2,2025-06-01 07:17:00
BOAT007,30.449651,121.783733,6.46,297.9,2025-06-01 07:30:00
BOAT007,30.451001,121.811175,6.31,290.4,2025-06-01 07:45:00
BOAT007,30.509689,121.868351,2.8,72.2,2025-06-01 07:59:00
BOAT007,30.42594,121.850952,7.01,21.4,2025-06-01 08:12:00
BOAT007,30.44318,121.981159,10.71,158.1,2025-06-01 08:31:00
BOAT007,30.402422,121.996278,11.14,107.4,2025-06-01 08:42:00
BOAT007,30.370301,122.034626,11.28,112.3,2025-06-01 08:59:00
BOAT007,30.375509,122.096507,8.34,161.4,2025-06-01 09:14:00
BOAT007,30.292313,122.1203,10.62,349.8,2025-06-01 09:31:00
BOAT007,30.291177,122.220959,11.86,333.5,2025-06-01 09:46:00
BOAT007,30.290153,122.243292,6.87,171.7,2025-06-01 09:58:00
BOAT007,30.253142,122.285227,11.04,11.0,2025-06-01 10:16:00
BOAT007,30.248384,122.346639,12.64,249.3,2025-06-01 10:29:00
BOAT007,30.257074,122.42236,9.2,227.7,2025-06-01 10:43:00
BOAT007,30.222643,122.452629,13.86,129.1,2025-06-01 11:01:00
BOAT007,30.226612,122.471806,9.27,120.0,2025-06-01 11:13:00
BOAT007,30.183908,122.5593,8.09,75.9,2025-06-01 11:29:00
BOAT007,30.179849,122.58142,12.34,285.6,2025-06-01 11:42:00
BOAT007,30.138719,122.606878,16.77,359.2,2025-06-01 11:59:00
BOAT007,30.108194,122.72992,10.93,298.2,2025-06-01 12:13:00
BOAT007,30.129611,122.759145,12.58,5.2,2025-06-01 12:32:00
BOAT007,30.065813,122.798435,9.15,123.0,2025-06-01 12:42:00
BOAT007,30.066877,122.843088,6.95,266.6,2025-06-01 13:01:00
BOAT007,30.055378,122.927942,11.17,2.0,2025-06-01 13:16:00
BOAT007,30.03683,123.011743,11.64,295.9,2025-06-01 13:31:00
BOAT007,29.976691,123.008976,9.6,275.8,2025-06-01 13:42:00
BOAT008,28.970453,121.549344,13.15,186.0,2025-06-01 01:05:00
BOAT008,29.05061,121.486646,11.82,302.3,2025-06-01 01:17:00
BOAT008,29.120534,121.533029,16.56,127.1,2025-06-01 01:35:00
BOAT008,29.126792,121.529824,11.1,321.3,2025-06-01 01:47:00
BOAT008,29.193779,121.530571,14.82,274.7,2025-06-01 02:05:00
BOAT008,29.210285,121.562065,13.01,320.0,2025-06-01 02:17:00
BOAT008,29.269992,121.544929,13.78,73.7,2025-06-01 02:32:00
BOAT008,29.339979,121.532756,14.69,91.9,2025-06-01 02:50:00
BOAT008,29.368021,121.557783,9.53,213.8,2025-06-01 03:03:00
BOAT008,29.434876,121.554778,14.03,74.5,2025-06-01 03:21:00
BOAT008,29.463052,121.575001,20.32,131.2,2025-06-01 03:31:00
BOAT008,29.544375,121.58769,8.78,338.7,2025-06-01 03:47:00
BOAT008,29.514156,121.56074,13.28,165.6,2025-06-01 04:05:00
BOAT008,29.586565,121.608322,16.82,300.9,2025-06-01 04:18:00
BOAT008,29.614673,121.585811,14.36,261.6,2025-06-01 04:35:00
BOAT008,29.661493,121.606275,15.52,277.6,2025-06-01 04:50:00
BOAT008,29.707129,121.616237,6.33,296.9,2025-06-01 05:02:00
BOAT008,29.776082,121.617737,15.25,315.3,2025-06-01 05:17:00
BOAT008,29.822708,121.614701,11.17,101.7,2025-06-01 05:35:00
BOAT008,29.872185,121.613605,14.38,13.5,2025-06-01 05:50:00
BOAT008,29.88663,121.62449,13.37,196.8,2025-06-01 06:06:00
BOAT008,29.948061,121.667667,20.29,0.0,2025-06-01 06:16:00
BOAT008,29.980714,121.62554,15.09,22.1,2025-06-01 06:31:00
BOAT008,30.064172,121.634966,13.12,19.7,2025-06-01 06:51:00
BOAT008,30.073504,121.640581,8.92,72.2,2025-06-01 07:02:00
BOAT008,30.132089,121.665053,13.82,3.6,2025-06-01 07:21:00
BOAT008,30.193024,121.638337,15.92,82.9,2025-06-01 07:34:00
BOAT008,30.21496,121.648253,13.21,18.7,2025-06-01 07:48:00
BOAT008,30.286605,121.676599,11.94,348.1,2025-06-01 08:04:00
BOAT008,30.350103,121.662556,11.74,263.4,2025-06-01 08:21:00
BOAT008,30.367431,121.67068,15.06,267.1,2025-06-01 08:34:00
BOAT008,30.427123,121.675693,15.73,273.3,2025-06-01 08:50:00
BOAT008,30.413077,121.69086,17.54,109.1,2025-06-01 09:02:00
BOAT008,30.491419,121.728911,10.47,294.5,2025-06-01 09:21:00
BOAT008,30.549153,121.739893,15.03,97.7,2025-06-01 09:33:00
BOAT008,30.56985,121.765653,13.09,133.5,2025-06-01 09:46:00
BOAT008,30.640517,121.771413,13.18,359.8,2025-06-01 10:03:00
BOAT008,30.703017,121.755986,14.66,354.5,2025-06-01 10:19:00
BOAT008,30.689682,121.767307,14.68,141.6,2025-06-01 10:36:00
BOAT008,30.748946,121.755869,15.04,53.9,2025-06-01 10:50:00
BOAT008,30.821878,121.770138,10.28,149.2,2025-06-01 11:03:00
BOAT008,30.872845,121.805106,11.2,255.4,2025-06-01 11:17:00
BOAT008,30.923853,121.780152,17.91,96.8,2025-06-01 11:33:00
BOAT008,30.956763,121.802286,12.79,210.2,2025-06-01 11:51:00
BOAT008,31.00923,121.767027,14.37,226.2,2025-06-01 12:03:00
BOAT008,31.063524,121.778883,16.62,95.5,2025-06-01 12:21:00
BOAT008,31.08262,121.804943,14.84,341.7,2025-06-01 12:34:00
BOAT008,31.124192,121.808193,15.09,46.8,2025-06-01 12:46:00
BOAT008,31.178448,121.79929,16.14,36.9,2025-06-01 13:05:00
BOAT008,31.231262,121.866329,7.1,255.1,2025-06-01 13:16:00
BOAT008,31.259562,121.828127,11.98,132.9,2025-06-01 13:33:00
BOAT008,31.310307,121.822314,14.86,161.6,2025-06-01 13:46:00
BOAT008,31.37159,121.840695,17.62,251.0,2025-06-01 14:02:00
BOAT008,31.412246,121.844664,13.65,289.3,2025-06-01 14:18:00
BOAT008,31.450839,121.854405,10.92,262.4,2025-06-01 14:32:00
BOAT008,31.465179,121.825269,11.0,124.1,2025-06-01 14:51:00
BOAT008,31.545384,121.889475,16.11,290.5,2025-06-01 15:02:00
BOAT008,31.571509,121.897106,12.8,51.2,2025-06-01 15:20:00
BOAT008,31.656025,121.90603,13.43,120.8,2025-06-01 15:36:00
BOAT008,31.675644,121.889626,15.3,56.6,2025-06-01 15:49:00
BOAT008,31.707348,121.90286,4.75,252.4,2025-06-01 16:01:00
BOAT008,31.771496,121.878779,19.45,241.6,2025-06-01 16:19:00
BOAT008,31.843596,121.919255,11.26,341.0,2025-06-01 16:35:00
BOAT008,31.876253,121.914127,14.18,112.3,2025-06-01 16:46:00
BOAT008,31.913489,121.906376,8.34,58.7,2025-06-01 17:02:00
BOAT008,31.928024,121.939373,12.19,138.4,2025-06-01 17:19:00
BOAT008,32.032432,121.94664,17.19,281.6,2025-06-01 17:33:00
BOAT008,32.033022,121.936277,7.71,4.1,2025-06-01 17:48:00
BOAT008,32.109585,121.950326,16.83,221.7,2025-06-01 18:02:00
BOAT008,32.129856,121.927418,12.63,157.6,2025-06-01 18:17:00
BOAT008,32.198568,121.979409,14.92,201.2,2025-06-01 18:34:00
BOAT008,32.25341,121.943063,15.43,294.2,2025-06-01 18:50:00
BOAT008,32.28569,121.953424,14.78,192.3,2025-06-01 19:01:00
BOAT008,32.333299,121.975272,10.86,154.7,2025-06-01 19:18:00
BOAT008,32.361668,122.00281,12.36,258.6,2025-06-01 19:35:00
BOAT008,32.400412,122.009292,9.07,42.7,2025-06-01 19:51:00
BOAT008,32.457311,121.99341,14.93,199.0,2025-06-01 20:06:00
BOAT008,32.493202,122.01546,18.56,81.6,2025-06-01 20:19:00
BOAT009,29.996882,121.022487,14.59,120.8,2025-06-01 02:01:00
BOAT009,30.01535,121.019634,16.67,345.6,2025-06-01 02:19:00
BOAT009,30.055832,121.063924,19.04,200.5,2025-06-01 02:31:00
BOAT009,30.088983,121.058554,16.61,154.4,2025-06-01 02:44:00
BOAT009,30.127611,121.104792,17.41,244.4,2025-06-01 03:01:00
BOAT009,30.160549,121.128092,15.53,61.8,2025-06-01 03:15:00
BOAT009,30.150699,121.162401,21.91,117.9,2025-06-01 03:30:00
BOAT009,30.15769,121.17682,13.6,313.4,2025-06-01 03:48:00
BOAT009,30.202257,121.207897,14.56,8.0,2025-06-01 04:00:00
BOAT009,30.242048,121.253363,15.18,250.8,2025-06-01 04:18:00
BOAT009,30.243883,121.254423,18.29,42.2,2025-06-01 04:33:00
BOAT009,30.270331,121.257342,13.54,158.1,2025-06-01 04:48:00
BOAT009,30.322665,121.350781,17.07,184.4,2025-06-01 05:00:00
BOAT009,30.341132,121.369734,17.15,141.1,2025-06-01 05:18:00
BOAT009,30.369077,121.342576,14.58,244.4,2025-06-01 05:29:00
BOAT009,30.379567,121.408531,17.65,182.8,2025-06-01 05:45:00
BOAT009,30.416445,121.410993,13.64,279.5,2025-06-01 06:03:00
BOAT009,30.428884,121.452638,13.31,285.4,2025-06-01 06:19:00
BOAT009,30.491488,121.479569,16.96,242.4,2025-06-01 06:29:00
BOAT009,30.520705,121.495312,11.68,201.8,2025-06-01 06:46:00
BOAT009,30.489392,121.51064,10.22,79.9,2025-06-01 07:03:00
BOAT009,30.534041,121.538821,18.26,91.2,2025-06-01 07:15:00
BOAT009,30.549017,121.560624,19.81,263.3,2025-06-01 07:29:00
BOAT009,30.592263,121.588627,15.26,192.8,2025-06-01 07:44:00
BOAT009,30.62991,121.630235,14.65,167.4,2025-06-01 07:59:00
BOAT009,30.628902,121.64358,19.68,303.6,2025-06-01 08:19:00
BOAT009,30.665773,121.697852,13.22,45.9,2025-06-01 08:31:00
BOAT009,30.690447,121.740271,12.57,285.0,2025-06-01 08:49:00
BOAT009,30.740987,121.725241,18.78,183.8,2025-06-01 09:04:00
BOAT009,30.764545,121.767946,16.69,307.8,2025-06-01 09:16:00
BOAT009,30.775039,121.799467,19.85,174.4,2025-06-01 09:33:00
BOAT009,30.819326,121.82523,10.24,27.3,2025-06-01 09:46:00
BOAT009,30.831172,121.843624,12.46,233.2,2025-06-01 10:04:00
BOAT009,30.862988,121.883275,16.7,324.6,2025-06-01 10:15:00
BOAT009,30.928206,121.904382,17.91,24.1,2025-06-01 10:30:00
BOAT009,30.947862,121.896299,19.2,172.5,2025-06-01 10:49:00
BOAT009,30.921377,121.964752,17.18,267.5,2025-06-01 10:59:00
BOAT009,30.990279,121.99143,17.15,196.4,2025-06-01 11:17:00
BOAT009,31.016228,121.984734,15.49,26.7,2025-06-01 11:29:00
BOAT009,31.003351,122.027075,21.43,184.8,2025-06-01 11:45:00
BOAT009,31.069007,122.066298,13.35,156.1,2025-06-01 12:04:00
BOAT009,31.109706,122.074761,17.74,201.3,2025-06-01 12:18:00
BOAT009,31.082812,122.126723,13.7,160.7,2025-06-01 12:33:00
BOAT009,31.113229,122.178856,18.26,126.2,2025-06-01 12:46:00
BOAT009,31.178248,122.142175,13.55,254.4,2025-06-01 13:01:00
BOAT009,31.18964,122.15659,18.89,167.1,2025-06-01 13:17:00
BOAT009,31.221556,122.216603,17.0,16.3,2025-06-01 13:32:00
BOAT009,31.243654,122.251273,21.89,334.5,2025-06-01 13:46:00
BOAT009,31.270972,122.258541,15.82,78.4,2025-06-01 14:04:00
BOAT009,31.262944,122.318539,17.93,303.2,2025-06-01 14:19:00
BOAT009,31.336736,122.289017,14.32,1.9,2025-06-01 14:29:00
BOAT009,31.365497,122.355964,15.8,34.3,2025-06-01 14:47:00
BOAT009,31.363833,122.356304,16.98,209.2,2025-06-01 14:59:00
BOAT009,31.393867,122.429124,12.08,210.1,2025-06-01 15:14:00
BOAT009,31.39043,122.460903,12.41,187.6,2025-06-01 15:33:00
BOAT009,31.457654,122.432035,18.46,289.1,2025-06-01 15:49:00
BOAT009,31.485125,122.462693,16.22,273.1,2025-06-01 16:00:00
BOAT009,31.498756,122.517192,14.88,241.6,2025-06-01 16:16:00
BOAT010,29.48374,122.013048,20.48,198.4,2025-06-01 02:47:00
BOAT010,29.547575,121.99657,16.85,334.2,2025-06-01 03:00:00
BOAT010,29.591738,121.977115,20.01,286.6,2025-06-01 03:12:00
BOAT010,29.600971,122.012431,18.91,161.7,2025-06-01 03:29:00
BOAT010,29.596281,121.980784,26.28,121.0,2025-06-01 03:42:00
BOAT010,29.658597,121.960004,18.78,260.9,2025-06-01 04:00:00
BOAT010,29.718156,121.986093,25.49,329.4,2025-06-01 04:17:00
BOAT010,29.740196,121.927531,21.72,62.5,2025-06-01 04:29:00
BOAT010,29.760028,121.992094,17.56,219.9,2025-06-01 04:42:00
BOAT010,29.822219,121.937206,20.96,141.2,2025-06-01 04:58:00
BOAT010,29.843733,121.90885,19.05,204.6,2025-06-01 05:14:00
BOAT010,29.878169,121.96575,20.69,75.9,2025-06-01 05:27:00
BOAT010,29.886524,121.911789,17.82,243.9,2025-06-01 05:43:00
BOAT010,29.917484,121.919339,25.03,300.6,2025-06-01 06:01:00
BOAT010,29.926527,121.922249,22.74,131.7,2025-06-01 06:17:00
BOAT010,29.988233,121.924999,20.06,6.9,2025-06-01 06:32:00
BOAT010,30.045024,121.900732,25.15,188.9,2025-06-01 06:44:00
BOAT010,30.055129,121.875212,20.19,101.8,2025-06-01 06:57:00
BOAT010,30.101016,121.885959,23.26,124.2,2025-06-01 07:14:00
BOAT010,30.147224,121.866614,20.08,119.6,2025-06-01 07:27:00
BOAT010,30.165351,121.873401,21.14,240.4,2025-06-01 07:43:00
BOAT010,30.2002,121.894405,19.72,229.4,2025-06-01 07:59:00
BOAT010,30.196528,121.870382,20.25,220.1,2025-06-01 08:14:00
BOAT010,30.250128,121.852817,20.47,69.2,2025-06-01 08:29:00
BOAT010,30.324006,121.856875,17.95,305.3,2025-06-01 08:45:00
BOAT010,30.324444,121.851728,18.76,318.5,2025-06-01 09:01:00
BOAT010,30.393198,121.80739,19.31,126.1,2025-06-01 09:15:00
BOAT010,30.373696,121.823203,20.65,101.4,2025-06-01 09:27:00
BOAT010,30.425732,121.86704,19.87,164.0,2025-06-01 09:43:00
BOAT010,30.446294,121.833467,23.48,257.8,2025-06-01 09:58:00
BOAT010,30.498682,121.792563,22.5,124.9,2025-06-01 10:12:00
BOAT010,30.537637,121.783988,19.37,356.4,2025-06-01 10:30:00
BOAT010,30.564681,121.776743,24.11,100.1,2025-06-01 10:43:00
BOAT010,30.606363,121.800221,25.58,28.4,2025-06-01 11:02:00
BOAT010,30.618158,121.808469,13.83,305.8,2025-06-01 11:14:00
BOAT010,30.647505,121.78138,22.76,123.6,2025-06-01 11:28:00
BOAT010,30.649047,121.766301,17.88,336.8,2025-06-01 11:42:00
BOAT010,30.729874,121.747696,22.37,334.3,2025-06-01 11:58:00
BOAT010,30.753444,121.756587,23.68,59.4,2025-06-01 12:15:00
BOAT010,30.781536,121.727019,17.33,98.3,2025-06-01 12:30:00
BOAT010,30.745249,121.76108,0.24,81.5,2025-06-01 12:45:00
BOAT010,30.847947,121.763,22.47,68.2,2025-06-01 12:58:00
BOAT010,30.745654,121.76168,0.24,126.3,2025-06-01 13:15:00
BOAT010,30.903913,121.710609,14.96,270.4,2025-06-01 13:27:00
BOAT010,30.95216,121.723653,27.55,63.8,2025-06-01 13:43:00
BOAT010,30.742645,121.75971,0.34,296.5,2025-06-01 14:00:00
BOAT010,30.741745,121.759236,0.19,335.7,2025-06-01 14:15:00
BOAT010,30.739875,121.761493,0.11,171.2,2025-06-01 14:30:00
BOAT010,30.748262,121.758526,0.3,349.6,2025-06-01 14:45:00
BOAT010,30.743723,121.764268,0.12,150.4,2025-06-01 15:00:00
BOAT010,30.745346,121.761354,0.38,238.2,2025-06-01 15:15:00
BOAT010,30.742534,121.760388,0.27,145.2,2025-06-01 15:30:00
BOAT010,30.743087,121.761627,0.28,134.4,2025-06-01 15:45:00
BOAT010,30.745203,121.75989,0.21,148.7,2025-06-01 16:00:00
BOAT010,31.35979,121.643289,20.39,62.4,2025-06-01 16:47:00
BOAT010,31.398396,121.5967,21.69,191.3,2025-06-01 17:01:00
BOAT010,31.41257,121.592423,22.19,245.6,2025-06-01 17:17:00
BOAT010,31.41935,121.628863,22.96,108.0,2025-06-01 17:28:00
BOAT010,31.494776,121.635275,24.08,264.2,2025-06-01 17:45:00
BOAT010,31.510557,121.597162,21.78,59.2,2025-06-01 17:57:00
BOAT010,31.509735,121.567757,25.63,140.4,2025-06-01 18:12:00
BOAT010,31.544398,121.571415,20.32,324.9,2025-06-01 18:32:00
BOAT010,31.635602,121.599107,19.44,263.9,2025-06-01 18:45:00
BOAT010,31.665181,121.574697,21.78,209.3,2025-06-01 19:00:00
BOAT010,31.62071,121.563769,19.31,295.6,2025-06-01 19:16:00
BOAT010,31.676792,121.565472,25.52,188.3,2025-06-01 19:32:00
BOAT010,31.759659,121.551878,23.36,147.9,2025-06-01 19:44:00
BOAT010,31.769367,121.576967,22.21,117.6,2025-06-01 19:58:00
BOAT010,31.816669,121.524491,20.36,29.8,2025-06-01 20:12:00
BOAT010,31.834287,121.515616,18.74,288.4,2025-06-01 20:29:00
BOAT010,31.881511,121.498647,22.07,35.5,2025-06-01 20:46:00
BOAT010,31.901432,121.508937,16.58,167.0,2025-06-01 21:01:00
BOAT010,31.925458,121.491318,24.57,353.0,2025-06-01 21:14:00
BOAT010,31.98828,121.51094,19.43,81.5,2025-06-01 21:31:00
BOAT010,32.004041,121.500419,20.88,214.1,2025-06-01 21:44:00
BOAT011,30.994224,120.485757,19.78,43.0,2025-06-01 02:03:00
BOAT011,30.961626,120.530254,21.88,252.2,2025-06-01 02:19:00
BOAT011,31.008076,120.547002,16.4,289.5,2025-06-01 02:31:00
BOAT011,30.965086,120.614242,22.11,180.0,2025-06-01 02:48:00
BOAT011,30.980689,120.622486,24.34,33.3,2025-06-01 03:06:00
BOAT011,30.920404,120.604198,21.79,67.2,2025-06-01 03:18:00
BOAT011,30.958439,120.687309,22.67,276.3,2025-06-01 03:34:00
BOAT011,30.924594,120.706502,22.18,159.5,2025-06-01 03:49:00
BOAT011,30.907165,120.727115,21.78,286.7,2025-06-01 04:05:00
BOAT011,30.887797,120.767459,22.97,70.6,2025-06-01 04:18:00
BOAT011,30.865159,120.826863,21.92,198.4,2025-06-01 04:34:00
BOAT011,30.881153,120.883716,27.07,38.9,2025-06-01 04:47:00
BOAT011,30.846963,120.895874,16.12,107.3,2025-06-01 05:02:00
BOAT011,30.791827,120.909948,21.1,194.9,2025-06-01 05:20:00
BOAT011,30.795838,120.963664,20.13,234.7,2025-06-01 05:34:00
BOAT011,30.801478,120.977831,23.4,210.8,2025-06-01 05:48:00
BOAT011,30.798408,121.005589,22.97,17.3,2025-06-01 06:06:00
BOAT011,30.778089,121.028861,27.61,295.2,2025-06-01 06:17:00
BOAT011,30.790613,121.049379,28.6,188.4,2025-06-01 06:36:00
BOAT011,30.714225,121.109085,20.42,248.2,2025-06-01 06:48:00
BOAT011,30.743131,121.152512,22.74,215.5,2025-06-01 07:06:00
BOAT011,30.690913,121.179886,23.33,220.9,2025-06-01 07:16:00
BOAT011,30.72948,121.205966,20.35,351.7,2025-06-01 07:31:00
BOAT011,30.69941,121.227838,24.63,48.8,2025-06-01 07:48:00
BOAT011,30.696704,121.291386,22.02,326.8,2025-06-01 08:03:00
BOAT011,30.658047,121.285346,19.54,68.4,2025-06-01 08:19:00
BOAT011,30.687927,121.359676,21.9,277.4,2025-06-01 08:32:00
BOAT011,30.670185,121.356579,19.75,129.1,2025-06-01 08:49:00
BOAT011,30.648035,121.394042,25.85,190.7,2025-06-01 09:05:00
BOAT011,30.620786,121.412223,28.45,113.7,2025-06-01 09:20:00
BOAT011,30.621987,121.463998,23.48,351.1,2025-06-01 09:31:00
BOAT011,30.583265,121.526,23.08,252.8,2025-06-01 09:50:00
BOAT011,30.601527,121.549274,23.2,348.0,2025-06-01 10:01:00
BOAT011,30.604418,121.590997,26.29,142.5,2025-06-01 10:19:00
BOAT011,30.579854,121.614339,26.22,243.4,2025-06-01 10:31:00
BOAT011,30.530862,121.61429,22.39,148.4,2025-06-01 10:47:00
BOAT011,30.539696,121.662215,23.5,198.2,2025-06-01 11:06:00
BOAT011,30.493618,121.685695,24.7,43.4,2025-06-01 11:20:00
BOAT011,30.517941,121.760378,19.33,208.7,2025-06-01 11:34:00
BOAT011,30.502519,121.742298,26.38,136.0,2025-06-01 11:46:00
BOAT011,30.443123,121.816575,27.95,168.0,2025-06-01 12:06:00
BOAT011,30.444297,121.849028,26.24,182.1,2025-06-01 12:16:00
BOAT011,30.448883,121.900229,19.0,22.0,2025-06-01 12:36:00
BOAT011,30.435541,121.88791,16.83,359.2,2025-06-01 12:49:00
BOAT011,30.404382,121.942818,24.87,127.7,2025-06-01 13:06:00
BOAT011,30.423364,122.006672,20.46,314.2,2025-06-01 13:20:00
BOAT011,30.407627,121.981154,23.6,318.0,2025-06-01 13:36:00
BOAT011,30.385725,121.995273,27.35,0.1,2025-06-01 13:48:00
BOAT011,30.361508,122.020841,20.77,237.5,2025-06-01 14:03:00
BOAT011,30.384611,122.105163,21.61,233.4,2025-06-01 14:21:00
BOAT011,30.383757,122.085714,23.57,163.9,2025-06-01 14:36:00
BOAT011,30.327991,122.148398,18.85,338.6,2025-06-01 14:46:00
BOAT011,30.312432,122.197058,20.47,48.7,2025-06-01 15:06:00
BOAT011,30.321512,122.224483,22.82,54.5,2025-06-01 15:16:00
BOAT011,30.291541,122.261756,21.84,94.5,2025-06-01 15:32:00
BOAT011,30.282926,122.29016,24.57,40.0,2025-06-01 15:50:00
BOAT011,30.28752,122.343759,31.04,121.7,2025-06-01 16:03:00
BOAT011,30.221553,122.331603,23.04,58.5,2025-06-01 16:16:00
BOAT011,30.273119,122.369577,20.22,58.6,2025-06-01 16:34:00
BOAT011,30.23522,122.400131,27.0,223.2,2025-06-01 16:46:00
BOAT011,30.212549,122.464656,17.98,21.1,2025-06-01 17:06:00
BOAT011,30.206008,122.498527,18.57,15.1,2025-06-01 17:16:00
BOAT011,30.194054,122.522012,20.96,313.9,2025-06-01 17:32:00
BOAT011,30.147194,122.569124,21.89,41.9,2025-06-01 17:48:00
BOAT011,30.19873,122.554361,20.88,106.4,2025-06-01 18:03:00
BOAT011,30.156671,122.643734,22.65,28.5,2025-06-01 18:19:00
BOAT011,30.151717,122.673322,23.57,213.4,2025-06-01 18:33:00
BOAT011,30.148901,122.690037,25.95,142.7,2025-06-01 18:46:00
BOAT011,30.09646,122.743428,23.02,316.4,2025-06-01 19:04:00
BOAT011,30.113366,122.707127,21.06,54.5,2025-06-01 19:18:00
BOAT011,30.085556,122.762238,25.79,133.8,2025-06-01 19:33:00
BOAT011,30.094857,122.790489,20.29,29.0,2025-06-01 19:50:00
BOAT011,30.022391,122.852092,17.84,271.8,2025-06-01 20:06:00
BOAT011,30.049966,122.849127,26.36,298.2,2025-06-01 20:16:00
BOAT011,30.026905,122.917747,26.17,113.4,2025-06-01 20:36:00
BOAT011,30.034619,122.962476,20.36,226.8,2025-06-01 20:47:00
BOAT011,30.022388,122.981437,21.54,129.5,2025-06-01 21:06:00
BOAT011,29.985847,123.005675,19.99,99.7,2025-06-01 21:17:00
BOAT012,29.006532,121.47773,21.73,0.3,2025-06-01 02:46:00
BOAT012,29.056632,121.544332,24.55,49.7,2025-06-01 03:01:00
BOAT012,29.096012,121.465039,21.36,75.4,2025-06-01 03:16:00
BOAT012,29.194017,121.520317,22.49,243.0,2025-06-01 03:31:00
BOAT012,29.274167,121.537922,24.82,328.2,2025-06-01 03:43:00
BOAT012,29.335329,121.554791,17.09,273.6,2025-06-01 03:57:00
BOAT012,29.363813,121.535253,20.32,245.0,2025-06-01 04:13:00
BOAT012,29.462883,121.585186,18.83,75.5,2025-06-01 04:30:00
BOAT012,29.504259,121.543552,15.72,336.4,2025-06-01 04:46:00
BOAT012,29.587323,121.569035,21.46,134.6,2025-06-01 05:02:00
BOAT012,29.636474,121.601701,27.96,275.7,2025-06-01 05:16:00
BOAT012,29.657068,121.619018,14.9,54.7,2025-06-01 05:27:00
BOAT012,29.784935,121.579063,20.33,141.7,2025-06-01 05:45:00
BOAT012,29.813536,121.668972,22.35,65.7,2025-06-01 05:57:00
BOAT012,29.886536,121.60705,20.79,262.6,2025-06-01 06:12:00
BOAT012,29.910619,121.607685,20.08,74.5,2025-06-01 06:30:00
BOAT012,30.010107,121.652911,16.53,132.1,2025-06-01 06:47:00
BOAT012,30.084559,121.64482,21.12,153.9,2025-06-01 06:59:00
BOAT012,30.163706,121.650793,18.15,112.8,2025-06-01 07:17:00
BOAT012,30.215508,121.681556,13.85,83.6,2025-06-01 07:31:00
BOAT012,30.261084,121.648026,24.01,2.5,2025-06-01 07:44:00
BOAT012,30.281612,121.653457,23.3,71.5,2025-06-01 08:02:00
BOAT012,30.377645,121.68448,20.58,133.3,2025-06-01 08:12:00
BOAT012,30.42565,121.726915,21.11,116.5,2025-06-01 08:27:00
BOAT012,30.5047,121.703205,23.65,304.6,2025-06-01 08:44:00
BOAT012,30.538173,121.755197,21.1,236.8,2025-06-01 08:57:00
BOAT012,30.620797,121.756163,23.14,135.6,2025-06-01 09:15:00
BOAT012,30.677156,121.74673,19.53,283.7,2025-06-01 09:29:00
BOAT012,30.724549,121.763614,0.39,335.7,2025-06-01 09:45:00
BOAT012,30.739037,121.756794,24.36,39.2,2025-06-01 09:47:00
BOAT012,30.801735,121.764569,21.39,114.1,2025-06-01 09:58:00
BOAT012,30.872283,121.771051,21.01,174.8,2025-06-01 10:15:00
BOAT012,30.943224,121.769461,16.61,108.9,2025-06-01 10:27:00
BOAT012,30.723161,121.761764,0.29,310.9,2025-06-01 10:45:00
BOAT012,30.721466,121.764102,0.12,92.0,2025-06-01 11:00:00
BOAT012,30.719069,121.764057,0.15,166.5,2025-06-01 11:15:00
BOAT012,30.720301,121.763582,0.22,170.6,2025-06-01 11:30:00
BOAT012,30.723796,121.763556,0.26,168.5,2025-06-01 11:45:00
BOAT012,30.724126,121.763143,0.37,307.2,2025-06-01 12:00:00
BOAT012,30.719958,121.764647,0.18,16.6,2025-06-01 12:15:00
BOAT012,30.722047,121.764925,0.32,112.2,2025-06-01 12:30:00
BOAT012,30.720696,121.765202,0.1,135.5,2025-06-01 12:45:00
BOAT012,30.720049,121.769137,0.36,37.9,2025-06-01 13:00:00
BOAT012,30.723034,121.769609,0.18,296.0,2025-06-01 13:15:00
BOAT012,30.723302,121.765642,0.36,260.2,2025-06-01 13:30:00
BOAT012,30.723166,121.761853,0.19,87.2,2025-06-01 13:45:00
BOAT012,30.721898,121.763394,0.31,84.4,2025-06-01 14:00:00
BOAT012,30.722209,121.764178,0.13,83.7,2025-06-01 14:15:00
BOAT012,30.71996,121.765708,0.29,29.2,2025-06-01 14:30:00
